SalesOrderNumber	OrderDate	ProductKey	ResellerKey	EmployeeKey	SalesTerritoryKey	Quantity	Unit Price	Sales	Cost
 2019	396	18	283	3	3	$74.84	$224.52	$166.14
 2020	386	700	285	5	1	$672.29	$672.29	$713.08
 2019	483	249	296	9	9	$72	$648	$403.92
 2019	398	475	282	4	2	$26.72	$53.44	$39.55
 2018	447	337	292	7	1	$15	$15	$10.31
""
 2020	589	497	291	6	2	$461.69	$923.38	$839.56
 2019	410	254	286	1	4	$36.45	$145.8	$107.88
 2018	213	476	285	5	1	$20.19	$20.19	$13.88
 2020	570	281	291	6	1	$445.41	$445.41	$461.44
 2019	516	506	286	1	4	$23.48	$93.92	$69.51
""
""
""
 2019	567	264	284	6	2	$334.06	$668.12	$922.89
 2019	490	408	284	6	16	$29.69	$475.04	$665.16
  2019	554	573	296	9	2	$54.94	$109.88	$81.31 
 2019	552	475	282	4	8	$54.89	$439.12	$324.97
 2018	464	309	283	4		5$14.13	$70.65	$48.57
 2018	221	72	281	2	14	$19.51	$273.14	$194.29
 2020	532	435	281	4	2	$149.87	$299.74	$273.57
 2019	475	437	287	4	2	$41.99	$83.98	$52.35
 2018	326	222	282	3	1	$419.46	$419.46	$413.15
 2019	475	293	287	1	3	$41.99	$125.97	$78.53
 2018	429	684	281	2	1	$324.45	$324.45	$300.12
 2019	435	473	287	4	1	$324.45	$324.45	$300.12
 2020	488	146	289	1	1	$32.39	$32.39	$41.57
""
 2018	435	418	283	3	1	$324.45	$324.45	$300.12
  2019	456	315	285	5	4	$44.99	$179.96	$123.73 
 2018	383	66	284	6	1	$600.26	$600.26	$605.65
 2020	488	376	288	10	6	$32.39	$194.34	$249.43
 2019	584	391	292	7	2	$323.99	$647.98	$687.3
 2019	225	23	287	4	2	$5.39	$10.78	$13.84
 2019	216	327	281	3	1	$20.19	$20.19	$13.88
 2019	477	221	287	4	4	$2.99	$11.96	$7.47
 2017	232	317	288	6	4	$28.84	$115.36	$126.9
 2019	491	571	292	7	7	$32.39	$226.73	$291.01
 2019	554	509	287	4	1	$54.94	$54.94	$40.66
 2019	237	605	286	1	4	$29.99	$119.96	$153.97
 2019	398	658	284	6	1	$26.72	$26.72	$19.78
""
  2019	471	23	287	4	3	$38.1	$114.3	$71.25 
""
 2019	469	345	272	4	4	$22.79	$91.16	$62.68
 2020	499	263	291	6	1	$602.35	$602.35	$601.74
""
 2019	475	544	281	3	2	$41.99	$83.98	$52.35
 2019	233	24	282	4	4	$28.8	4$115.36	$116.32
 2019	4741	41	296	9	3	$41.99	$125.97	$78.53
 2019	439	701	291	6	1	$780.82	$780.82	$722.26
 2019	560	682	294	9	1	$728.91	$728.91	$755.15
 2017	332	240	282	4	1	$419.46	$419.46	$413.15
 2019	568	682	296	9	1	$445.41	$445.41	$461.44
 2018	324	203	287	4	2	$419.46	$838.92	$826.29
 2018	391	453	283	4	1	$88.93	$88.93	$65.81
 2018	397	293	287	1	4	$24.29	$97.16	$71.91
 2019	533	119	291	6	1	$149.87	$149.87	$136.79
 2019	586	52	288	10	2	$445.41	$890.82	$922.89
 2019	603	196	288	10	1	$72.89	$72.89	$53.94
 2018	448	475	282	4	7	$11.99	$83.93	$57.72
 2019	591	437	287	4	2	$338.99	$677.98	$616.44
 2018	409	149	287	3	3	$209.26	$627.78	$557.46
""
 2018	21	3146	289	1	5	$16.82	$84.1	$69.39
 2019	523	621	286	1	4	$31.58	$126.32	$93.49
 2019	237	266	295	8	8	$29.99	$239.92	$307.94
 2020	491	299	291	6	19	$29.69	$564.11	$789.87
 2019	488	535	292	7	5	$32.39	$161.95	$207.86
""
 2018	326	161	281	2	2	$419.46	$838.92	$826.29
 2019	472	235	293	1	5	$38.1	$190.5	$118.75
 2019	230	84	284	6	2	$28.84	$57.68	$58.16
 2019	448	538	288	10	7	$11.99	$83.93	$57.72
 2020	566	103	292	7	2	$445.41	$890.82	$922.89
 2019	273	78	282	4	1	$202.33	$202.33	$187.16
 2020	471	167	287	4	4	$38.1	$152.4	$95
 2019	601	21	281	4	1	$32.39	$32.39	$23.97
""
 2019	484	108	283	2	25	$3.98	$99.5	$74.33
 2018	414	239	287	4	3	$149.03	$447.09	$330.85
 2019	395	566	285	5	2	$61.37	$122.74	$90.83
 2019	598	476	285	5	3	$323.99	$971.97	$883.74
 2019	463	110	286	1	4	$14.69	$58.76	$36.64
  2018	464	299	291	6	1	$14.13	$14.13	$9.71 
 2020	231	538	288	10	5	$29.99	$149.95	$192.46
 2020	234	479	291	6	5	$29.99	$149.95	$192.46
 2020	547	255	281	4	3	$48.59	$145.77	$170.88
 2019	465	352	291	6	9	$14.69	$132.21	$82.43
 2019	506	267	296	9	2	$200.05	$400.1	$399.7
 2020	476	327	281	3	9	$41.99	$377.91	$235.59
 2018	323	438	282	1	2	$469.79	$939.58	$973.41
 2019	287	284	295	8	1	$202.33	$202.33	$204.63
""
""
  2018	338	514	288	6	2	$419.46	$838.92	$826.29 
 2018	448	197	281	3	6	$11.99	$71.94	$49.48
 2017	262	270	281	2	2	$183.94	$367.8	8$362.97
""
 2020	475	146	289	1	2	$41.99	$83.98	$52.35
 2019	545	540	283	2	4	$24.29	$97.16	$71.91
 2018	424	208	291	6	1	$214.24	$214.24	$158.53
 2019	447	130	281	4	1	$15	$15	$10.31
 2019	217	668	293	1	1	$15.75	$15.75	$13.09
 2020	463	320	295	8	5	$14.69	$73.45	$45.8
""
 2017	262	270	281	2	2	$183.94	$367.88	$362.97
 2019	477	688	296	9	7	$2.99	$20.93	$13.06
 2019	221	315	285	5	2	$20.19	$40.38	$27.76
""
 2020	524	535	292	7	3	$158.43	$475.29	$433.78
  2018	394	487	286	1	5	$20.52	$102.6	$75.92 
 2018	224	66	284	6	12	$5.01	$60.12	$62.76
 2018	415	16	288	10	1	$198.04	$198.04	$146.55
 2019	475	677	291	6	2	$41.99	$83.98	5$2.35
 2019	458	377	283	3	4	$44.99	$179.96	$123.73
 2019	592	345	281	4	2	$338.99	$677.98	$616.44
 2018	337	436	283	4	2	$469.79	$939.58	$973.41
""
 2019	222	674	282	4	4	$20.99	$83.96	$52.35
 2019	493	163	293	1	2	$200.05	$400.1	$399.7
 2019	445	487	293	1	5	$35.99	$179.95	$123.73
 2018	254	206	285	5	1	$183.94	$183.94	$170.14
 2018	242	481	292	7	1	$780.82	$780.82	$722.26
  2019	488	290	289	1	9	$32.39	$291.51	$374.15 
 2019	481	72	283	2	3	$5.39	$16.17	$10.09
 2018	458	247	292	7	5	$44.99	$224.95	$154.67
 2019	501	687	295	8	1	$72.88	$72.88	$53.93
 2018	333	77	287	4	2	$469.79	$939.58	$973.41
 2019	335	54	283	2	1	$469.79	$469.79	$486.71
 2018	395	484	290	10	3	$61.37	$184.11	$136.25
""
 2018	457	660	281	3	4	$44.99	$179.96	$123.73
 2019	399	642	283	2	1	$33.77	$33.77	$24.99
 2018	460	401	287	1	6	$53.99	$323.94	$222.73
 2018	414	84	284	6	2	$149.03	$298.06	$220.57
 2019	399	118	291	6	5	$33.77	$168.85	$124.97
  2019	477	233	283	2	6	$2.99	$17.94	$11.2 
 2019	493	393	296	9	2	$200.05	$400.1	$399.7
 2019	551	121	292	7	2	$158.43	$316.86	$289.19
 2019	558	345	281	4	3	$242.99	$728.97	$539.45
 2019	606	81	285	5	1	$323.99	$323.99	$343.65
 2018	264	78	282	4	1	$183.94	$183.94	$181.49
 2019	569	408	284	6	2	$445.41	$890.82	$922.89
 2019	589	497	291	6	2	$461.69	$923.38	$839.56
""
  2019	473	372	284	6	4	$38.1	$152.4	$95 
 2019	545	12	284	6	5	$24.29	$121.45	$89.89
 2019	490	235	293	1	2	$32.39	$64.78	$83.14
 2019	500	87	296	9	1	$602.35	$602.35	$601.74
 2019	298	233	283	2	1	$809.76	$809.76	$739.04
 2019	477	668	293	1	3	$2.99	$8.97	$5.6
 2018	428	98	285	5	3	$209.26	$627.78	$557.46
 2019	453	127	293	1	3	$35.99	$107.97	$74.24
 2019	408	142	288	10	3	$72.16	$216.48	$160.2
 2018	336	558	281	2	1	$419.46	$419.46	$413.15
 2018	321	203	287	4	1	$469.79	$469.79	$486.71
 2019	475	293	287	1	3	$41.99	$125.97	$78.53
  2019	476	353	291	6	4	$41.99	$167.96	$104.71 
""
 2019	559	233	283	2	4	$12.14	$48.56	$35.95
 2019	481	313	282	4	2	$5.39	$10.78	$6.72
 2019	448	239	287	4	5	$11.99	$59.95	$41.23
 2019	525	667	283	2	3	$158.43	$457.29	$433.78
 2020	586	87	296	9	2	$445.41	$890.82	$922.89
 2019	501	131	287	4	1	$72.88	$72.88	$53.93
 2019	456	184	281	4	6	$44.99	$269.94	$185.6
 2018	22	1309	283	4	2	$20.19	$40.38	$27.76
 2019	480	317	291	6	3	$1.37	$4.11	$2.57
 2019	214	408	284	6	14	$20.29	$284.06	$183.21
 2018	264	403	282	4	1	$183.94	$183.94	$181.49
 2019	396	245	291	6	1	$74.84	$74.84	$55.38
 2020	463	196	288	10	3	$14.69	$44.07	$27.48
 2019	398	196	288	10	4	$26.72	$106.88	$79.1
 2019	488	688	296	9	9	$32.39	$291.51	$374.15
 2019	512	109	293	1	4	$218.45	$873.8	$797.5
 2020	499	363	281	3	1	$602.35	$602.35	$601.74
 2019	255	482	295	8	1	$202.33	$202.33	$204.63
 2019	407	403	282	4	3	$65.6	$196.8	$145.64
 2018	322	222	282	3	1	$419.46	$419.46	$413.15
 2020	471	519	296	9	5	$38.1	$190.5	$118.75
 2019	428	187	282	4	3	$209.2	6$627.78	$557.46
 2018	381	191	291	6	1	$600.26	$600.26	$605.65
 2019	491	320	295	8	10	$32.39	$323.9	$415.72
 2019	237	535	292	7	10	$29.99	$299.9	$384.92
 2020	222	592	288	10	4	$20.99	$83.96	$52.35
 2018	421	440	285	5	1	$196.33	$196.33	$145.28
""
 2019	281	660	283	3	1	$202.33	$202.33	$204.63
 2019	555	477	285	5	3	$63.9	$191.7	$141.86
  2020	234	266	295	8	10	$29.99	$299.9	$384.92 
 2019	459	426	284	6	1	$53.99	$53.99	$37.12
 2091	598	149	287	3	1	$323.99	$323.99	$294.58
 2018	394	326	289	1	1	$20.52	$20.52	$15.18
 2020	555	52	288	10	2	$63.9	$127.8	$94.57
 2019	343	433	293	1	2	$469.79	$939.58	$973.41
 2018	422	166	283	4	3	$67.54	$202.62	$149.94
 2019	384	618	283	2	1	$672.29	$672.29	$713.08
 2017	272	221	287	4	2	$183.94	$367.88	$362.97
 2020	471	431	283	3	1	$38.1	$38.1	$23.75
 2020	527	94	281	4	1	$158.43	$158.43	$144.59
 2020	555	249	296	9	1	$63.9	$63.9	$47.29
 2019	523	682	294	9	2	$31.58	$63.16	$46.74
 2018	212	118	288	6	1	$20.19	$20.19	$12.03
 2019	472	138	272	6	2	$38.1	$76.2	$47.5
 2018	461	206	285	5	3	$53.99	$161.97	$111.36
 2019	399	252	283	2	1	$33.77	$33.77	$24.99
 2020	603	682	296	9	2	$72.89	$145.78	$107.88
 2018	213	254	286	1	2	$20.19	$40.38	$27.76
 2019	476	385	282	4	21	$38.49	$808.29	$549.7
 2019	419	594	283	2	1	$52.65	$52.65	$38.96
 2017	285	203	287	4	1	$178.58	$178.58	$176.2
 2018	232	145	286	1	2	$28.84	$57.68	$63.45
 2019	471	692	293	1	2	$38.1	$76.2	$47.5
 2019	434	479	291	6	2	$356.9	$713.8	$721.89
  2019	476	43	282	1	6	$41.99	$251.94	$157.06 
 2019	337	97	282	4	2	$469.79	$939.58	$973.41
 2019	559	254	286	1	7	$12.14	$84.98	$62.91
 2019	297	685	284	6	1	$736.15	$736.15	$653.7
 2019	213	84	284	6	8	$20.19	$161.52	$111.03
""
 2019	490	546	282	3	5	$32.39	$161.95	$207.86
 2018	233	442	291	6	13	$27.88	$362.44	$378.05
""
 2020	605	430	288	10	1	$323.99	$323.99	$343.65
 2020	474	250	288	10	2	$41.99	$83.98	$52.35
""
 2018	461	546	282	3	1	$53.99	$53.99	$37.12
 0218	414	417	283	4	1	$149.03	$149.03	$110.28
 2019	586	55	293	1	1	$334.06	$334.06	$461.44
""
 2020	483	401	287	1	3	$72	$216	$134.64
 2019	254	514	291	6	5	$183.94	$919.7	$850.71
  2017	223	83	288	6	2	$5.19	$10.38	$11.41 
 2020	225	668	239	1	3	$5.39	$16.17	$20.77
 2019	222	492	282	4	4	$20.99	$83.96	$52.35
 2020	483	660	283	3	4	$72	$288	$179.52
 2019	434	81	285	5	1	$356.9	$356.9	$360.94
 2019	494	454	281	3	1	$602.35	$602.35	$601.74
 2020	214	660	283	3	7	$20.99	$146.93	$91.6
 2018	448	638	292	7	5	$11.99	$59.95	$4.123
 2018	412	119	2916		1	$180.13	$180.13	$133.3
 2019	567	179	283	2	2	$445.41	$890.82	$922.89
  2020	560	582	282	4	1	$728.91	$728.91	$755.15 
 2018	422	431	281	3	3	$67.54	$202.62	$149.94
 2019	547	514	291	6	1	$48.59	$48.59	$35.96
  2019	471	582	282	4	8	$38.1	$304.8	$189.99 
  2019	516	355	292	7	2	$23.48	$46.96	$34.76 
 2091	233	72	283	2	2	$28.84	$57.68	$58.16
 2019	225	650	282	1	19	$4.94	$93.86	$131.52
 2020	237	538	288	10	9	$29.99	$269.91	$346.43
""
 2019	402	376	288	10	1	$72.16	$72.16	$53.4
 2019	393	487	293	1	3	$137.69	$413.07	$305.68
 2019	594	678	272	6	2	$383.99	$677.98	$616.44
 2020	474	677	291	6	4	$41.99	$167.96	$104.71
 2018	420	127	286	1	2	$141.62	$283.24	$209.59
 2020	482	436	281	4	10	$5.39	$53.9	$33.62
 2019	516	100	291	6	2	$23.48	$46.96	$34.76
  2019	477	492	282	4	4	$2.99	$11.96	$7.47 
 2019	531	496	291	6	2	$149.87	$299.74	$273.57
 2019	490	196	288	10	4	$32.39	$129.56	$166.29
 2019	556	182	289	1	2	$105.29	$210.58	$155.84
 2019	391	650	282	1	2	$88.93	$177.86	$131.62
 2018	323	334	291	6	1	$469.79	$469.79	$486.71
 2018	221	239	287	4	4	$20.19	$80.76	$55.51
 2020	547	538	288	10	3	$48.59	$145.77	$107.88
 2018	447	12	284	6	1	$15	$15	$10.31
 2020	543	593	283	2	3	$37.25	$111.75	$82.7
 2020	217	591	296	9	3	$20.99	$62.97	$39.26
 2018	447	566	285	5	2	$15	$30	$20.63
 2020	524	494	285	5	3	$158.43	$475.29	$433.78
 2020	584	54	283	2	2	$323.99	$647.98	$687.3
 2020	483	361	293	1	6	$72	$432	$269.28
 2018	272	473	287	4	1	$183.94	$183.94	$181.49
  2018	393	127	286	1	6	$137.69	$826.14	$611.36 
  2017	322	495	285	5	2	$419.46	$838.92	$826.29 
 2019	545	377	283	3	5	$24.29	$12.145	$89.89
 2019	231	538	288	10	8	$29.99	$239.92$	307.94
 2018	335	139	292	7	2	$469.79	$939.58	$973.41
 2019	587	119	291	6	1	$461.69	$461.69	$419.78
 2018	262	3	283	4	2	$183.94	$367.88	$362.97
 2018	331	514	291	6	1	$469.79	$469.79	$486.71
 2019	545	221	287	4	2	$24.29	$48.58	$35.96
 2020	555	582	282	4	1	$63.9	$63.9	$47.29
 2019	217	266	290	8	4	$20.99	$83.96	$52.35
 2017	276	227	288	6	1	$356.9	3$56.9	$352.14
 2019	491	695	281	3	5	$32.39	$161.95$	207.86
 2018	273	684	281	2	2	$202.33	$404.66	$374.31
 2019	337	579	281	3	1	$469.79	$469.79	$486.71
 20204	75	546	282	3	4	$41.99	$167.96	$104.71
 2019	599	118	291	6	2	$323.99	$647.98	$589.16
 2020	225	221	287	4	6	$5.39	$32.34	$41.53
 2018	232	469	286	1	1	$28.84	$28.84	$31.72
 2019	514	254	286	1	2	$6.39	$127.8	$94.57
 2019	221	155	291	6	5	$20.19	$100.95	$693.9
 2018	328	143	281	2	2	$419.46	$838.92	$826.29
 2020	231	650	282	1	8	$29.99	$239.92	$307.94
 2019	597	381	281	3	2	$323.99	$647.98	$589.16
""
 2019	487	41	287	4	3	$32.99	$98.97	$61.7
 2020	496	205	282	4	1	$602.35	$602.35	$601.74
 2018	223	167	272	4	4	$5.19	$20.76	$22.82
 2019	482	523	282	3	2	$5.39	$10.78	$6.72
 2020	594	100	291	6	1	$338.99	$338.99	$308.22
 2019	411	149	287	3	1	$125.42	$125.42	$92.81
 2019	222	479	291	6	2	$20.99	$41.98	$26.17
 2018	420	47	291	6	3	$141.62	$424.86	$314.39
 2017	279	684	281	2	1	$178.58	$178.58	$176.2
