OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
1/9/2016,9/28/2002,SO48858,368,15455,7,1,1
1/9/2016,12/22/2002,SO48864,356,13964,9,1,1
1/9/2016,10/23/2002,SO48860,375,13849,1,1,1
1/9/2016,11/20/2002,SO48863,352,26718,4,1,1
1/9/2016,12/15/2002,SO48865,381,24924,9,1,1
1/9/2016,9/21/2002,SO48859,373,16603,8,1,1
1/9/2016,10/8/2002,SO48861,352,26786,4,1,1
1/9/2016,12/11/2002,SO48866,362,13527,9,1,1
1/10/2016,12/5/2002,SO48871,360,20736,6,1,1
1/10/2016,11/8/2002,SO48869,371,23314,9,1,1
1/10/2016,11/29/2002,SO48868,338,19320,7,1,1
1/10/2016,12/19/2002,SO48870,371,23316,9,1,1
1/10/2016,10/7/2002,SO48876,334,26588,9,1,1
1/10/2016,11/4/2002,SO48872,334,15483,4,1,1
1/10/2016,11/13/2002,SO48867,373,15451,7,1,1
1/10/2016,12/26/2002,SO48877,328,26657,9,1,1
1/10/2016,10/21/2002,SO48875,381,24922,9,1,1
1/10/2016,11/13/2002,SO48874,360,13970,9,1,1
1/11/2016,12/19/2002,SO48883,356,13528,9,1,1
1/11/2016,11/7/2002,SO48884,389,24921,9,1,1
1/11/2016,10/19/2002,SO48881,371,23324,9,1,1
1/11/2016,12/21/2002,SO48880,368,13746,4,1,1
1/11/2016,10/16/2002,SO48879,362,12526,10,1,1
1/11/2016,12/12/2002,SO48878,375,17715,10,1,1
1/11/2016,11/20/2002,SO48882,362,26801,4,1,1
1/12/2016,12/12/2002,SO48888,328,15482,4,1,1
1/12/2016,11/2/2002,SO48890,358,13618,9,1,1
1/12/2016,10/19/2002,SO48891,360,13650,9,1,1
1/12/2016,11/19/2002,SO48889,362,26711,4,1,1
1/12/2016,11/29/2002,SO48887,356,26811,4,1,1
1/12/2016,10/13/2002,SO48886,352,12473,10,1,1
1/12/2016,10/15/2002,SO48885,371,17755,10,1,1
1/13/2016,10/27/2002,SO48899,373,23313,9,1,1
1/13/2016,10/14/2002,SO48902,358,13966,9,1,1
1/13/2016,9/29/2002,SO48898,373,13856,4,1,1
1/13/2016,9/25/2002,SO48896,373,17632,10,1,1
1/13/2016,9/28/2002,SO48903,342,26653,9,1,1
1/13/2016,9/19/2002,SO48901,352,13960,9,1,1
1/13/2016,10/11/2002,SO48893,377,17772,10,1,1
1/13/2016,12/14/2002,SO48900,358,26734,1,1,1
1/13/2016,11/2/2002,SO48895,383,19418,10,1,1
1/13/2016,11/21/2002,SO48894,383,19034,8,1,1
1/13/2016,12/23/2002,SO48892,389,17714,7,1,1
1/13/2016,10/16/2002,SO48897,377,16540,8,1,1
1/14/2016,11/23/2002,SO48905,362,26814,1,1,1
1/14/2016,11/14/2002,SO48904,362,12492,10,1,1
1/14/2016,11/15/2002,SO48906,356,26705,4,1,1
1/14/2016,10/11/2002,SO48908,362,13626,9,1,1
1/14/2016,9/24/2002,SO48907,362,26727,1,1,1
1/14/2016,9/22/2002,SO48909,352,13953,9,1,1
1/15/2016,10/10/2002,SO48916,358,13616,9,1,1
1/15/2016,10/2/2002,SO48913,369,23412,9,1,1
1/15/2016,9/23/2002,SO48919,326,26658,9,1,1
1/15/2016,10/20/2002,SO48918,362,13638,9,1,1
1/15/2016,10/16/2002,SO48914,356,26735,1,1,1
1/15/2016,12/16/2002,SO48911,334,20880,10,1,1
1/15/2016,11/22/2002,SO48915,334,15481,4,1,1
1/15/2016,11/12/2002,SO48917,356,13636,9,1,1
1/15/2016,10/7/2002,SO48912,328,20841,8,1,1
1/15/2016,10/24/2002,SO48910,377,16587,8,1,1
1/16/2016,10/5/2002,SO48920,354,12275,8,1,1
1/16/2016,10/27/2002,SO48924,368,26040,6,1,1
1/16/2016,12/14/2002,SO48926,373,23117,9,1,1
1/16/2016,10/10/2002,SO48925,324,15480,4,1,1
1/16/2016,9/25/2002,SO48922,368,15095,7,1,1
1/16/2016,9/24/2002,SO48923,383,14298,4,1,1
1/16/2016,10/23/2002,SO48929,352,13526,9,1,1
1/16/2016,10/19/2002,SO48930,371,15086,7,1,1
1/16/2016,9/25/2002,SO48921,360,12560,10,1,1
1/16/2016,12/25/2002,SO48928,332,15502,1,1,1
1/16/2016,12/1/2002,SO48927,362,26703,1,1,1
1/17/2016,11/11/2002,SO48933,362,26694,1,1,1
1/17/2016,11/10/2002,SO48934,354,26710,4,1,1
1/17/2016,9/20/2002,SO48931,387,19382,10,1,1
1/17/2016,12/17/2002,SO48936,352,13644,9,1,1
1/17/2016,11/28/2002,SO48932,385,14297,4,1,1
1/17/2016,11/26/2002,SO48937,352,13529,9,1,1
1/17/2016,11/16/2002,SO48935,330,15518,4,1,1
1/18/2016,11/25/2002,SO48943,352,13973,9,1,1
1/18/2016,11/19/2002,SO48938,373,17720,10,1,1
1/18/2016,12/20/2002,SO48942,362,26728,4,1,1
1/18/2016,11/6/2002,SO48944,383,25010,9,1,1
1/18/2016,11/30/2002,SO48940,324,20835,8,1,1
1/18/2016,12/13/2002,SO48939,369,15462,7,1,1
1/18/2016,10/24/2002,SO48941,369,26013,6,1,1
1/19/2016,10/24/2002,SO48949,334,26591,9,1,1
1/19/2016,10/1/2002,SO48946,358,26725,1,1,1
1/19/2016,12/27/2002,SO48947,352,13957,9,1,1
1/19/2016,10/19/2002,SO48945,370,17644,10,1,1
1/19/2016,10/2/2002,SO48948,354,13974,9,1,1
1/20/2016,12/3/2002,SO48951,352,29388,7,1,1
1/20/2016,9/27/2002,SO48955,358,13645,9,1,1
1/20/2016,10/22/2002,SO48952,368,15093,7,1,1
1/20/2016,11/25/2002,SO48950,358,12486,10,1,1
1/20/2016,10/29/2002,SO48956,356,13968,9,1,1
1/20/2016,11/28/2002,SO48953,370,23413,9,1,1
1/20/2016,12/20/2002,SO48954,362,26724,1,1,1
1/21/2016,12/26/2002,SO48961,358,13619,9,1,1
1/21/2016,12/9/2002,SO48960,354,26726,1,1,1
1/21/2016,12/4/2002,SO48959,375,23417,9,1,1
1/21/2016,12/25/2002,SO48962,362,13649,9,1,1
1/21/2016,10/14/2002,SO48957,332,20836,8,1,1
1/21/2016,1/3/2003,SO48958,377,23310,9,1,1
1/21/2016,11/30/2002,SO48963,383,25011,9,1,1
1/22/2016,10/8/2002,SO48973,336,26656,9,1,1
1/22/2016,12/20/2002,SO48968,371,13742,1,1,1
1/22/2016,10/19/2002,SO48966,373,17639,10,1,1
1/22/2016,11/10/2002,SO48967,387,14292,4,1,1
1/22/2016,10/31/2002,SO48970,385,26529,6,1,1
1/22/2016,10/9/2002,SO48971,362,13625,9,1,1
1/22/2016,1/6/2003,SO48972,360,13629,9,1,1
1/22/2016,11/10/2002,SO48969,379,23320,9,1,1
1/22/2016,10/10/2002,SO48965,389,19030,8,1,1
1/22/2016,11/7/2002,SO48964,371,16824,8,1,1
1/23/2016,11/23/2002,SO48984,354,13632,9,1,1
1/23/2016,10/28/2002,SO48975,387,17739,7,1,1
1/23/2016,10/2/2002,SO48986,324,26651,9,1,1
1/23/2016,9/30/2002,SO48974,375,17717,10,1,1
1/23/2016,12/5/2002,SO48978,387,14290,1,1,1
1/23/2016,11/28/2002,SO48983,332,15500,4,1,1
1/23/2016,11/3/2002,SO48987,320,26655,9,1,1
1/23/2016,12/10/2002,SO48976,354,12404,10,1,1
1/23/2016,10/25/2002,SO48982,322,15484,4,1,1
1/23/2016,12/30/2002,SO48979,375,13855,4,1,1
1/23/2016,11/29/2002,SO48985,360,13646,9,1,1
1/23/2016,1/4/2003,SO48981,368,23348,9,1,1
1/23/2016,12/29/2002,SO48977,320,20842,8,1,1
1/23/2016,10/29/2002,SO48980,369,23322,9,1,1
1/24/2016,11/24/2002,SO48992,379,13862,4,1,1
1/24/2016,12/9/2002,SO48993,377,23410,9,1,1
1/24/2016,12/22/2002,SO48988,370,16565,8,1,1
1/24/2016,11/18/2002,SO48990,362,12559,10,1,1
1/24/2016,10/20/2002,SO48994,324,15506,4,1,1
1/24/2016,11/20/2002,SO48991,354,12291,8,1,1
1/24/2016,12/17/2002,SO48989,360,29364,7,1,1
1/25/2016,10/30/2002,SO48998,332,26661,9,1,1
1/25/2016,10/24/2002,SO48995,354,28885,7,1,1
1/25/2016,11/5/2002,SO48997,369,13854,4,1,1
1/25/2016,12/15/2002,SO48996,387,14334,1,1,1
1/26/2016,12/19/2002,SO49002,371,23323,9,1,1
1/26/2016,11/4/2002,SO49005,362,26723,4,1,1
1/26/2016,10/8/2002,SO49000,360,12460,10,1,1
1/26/2016,10/4/2002,SO49006,360,13633,9,1,1
1/26/2016,11/3/2002,SO49008,330,26660,9,1,1
1/26/2016,12/30/2002,SO49004,370,23420,9,1,1
1/26/2016,1/1/2003,SO49001,356,29380,7,1,1
1/26/2016,10/20/2002,SO48999,377,15463,7,1,1
1/26/2016,12/24/2002,SO49003,369,23325,9,1,1
1/27/2016,10/16/2002,SO49011,358,26698,4,1,1
1/27/2016,1/12/2003,SO49009,332,20890,10,1,1
1/27/2016,10/26/2002,SO49010,369,23416,9,1,1
1/28/2016,12/11/2002,SO49013,370,13745,1,1,1
1/28/2016,10/13/2002,SO49015,352,13965,9,1,1
1/28/2016,10/10/2002,SO49016,358,13971,9,1,1
1/28/2016,12/1/2002,SO49014,368,23331,9,1,1
1/28/2016,12/28/2002,SO49012,368,16572,8,1,1
1/29/2016,10/19/2002,SO49021,371,13744,1,1,1
1/29/2016,12/11/2002,SO49019,371,17782,10,1,1
1/29/2016,10/12/2002,SO49017,375,17744,10,1,1
1/29/2016,12/11/2002,SO49018,371,17747,10,1,1
1/29/2016,1/5/2003,SO49022,377,23116,9,1,1
1/29/2016,12/16/2002,SO49023,328,26589,9,1,1
1/29/2016,11/3/2002,SO49024,340,26654,9,1,1
1/29/2016,11/24/2002,SO49020,385,19035,8,1,1
1/30/2016,10/12/2002,SO49028,360,13648,9,1,1
1/30/2016,10/15/2002,SO49025,332,19319,7,1,1
1/30/2016,11/18/2002,SO49030,375,23119,9,1,1
1/30/2016,12/18/2002,SO49027,324,15501,4,1,1
1/30/2016,11/8/2002,SO49026,370,16549,8,1,1
1/30/2016,11/25/2002,SO49029,383,25020,9,1,1
1/31/2016,11/27/2002,SO49033,375,13747,1,1,1
1/31/2016,11/5/2002,SO49035,375,23343,9,1,1
1/31/2016,10/20/2002,SO49037,356,20708,6,1,1
1/31/2016,12/16/2002,SO49036,360,26731,4,1,1
1/31/2016,11/21/2002,SO49034,368,23321,9,1,1
1/31/2016,10/19/2002,SO49038,360,21138,6,1,1
1/31/2016,10/22/2002,SO49032,368,15085,7,1,1
1/31/2016,12/24/2002,SO49031,362,29389,7,1,1
2/1/2016,10/8/2002,SO49177,354,27064,1,1,1
2/1/2016,1/16/2003,SO49178,387,14342,1,1,1
2/1/2016,12/16/2002,SO49172,368,13885,1,1,1
2/1/2016,10/25/2002,SO49179,381,14365,4,1,1
2/1/2016,1/8/2003,SO49174,354,14049,9,1,1
2/1/2016,11/25/2002,SO49173,352,14047,9,1,1
2/1/2016,10/28/2002,SO49175,370,23431,9,1,1
2/1/2016,10/10/2002,SO49171,375,13865,4,1,1
2/1/2016,11/9/2002,SO49180,332,26744,9,1,1
2/1/2016,11/11/2002,SO49176,356,27054,4,1,1
2/2/2016,11/9/2002,SO49183,370,16944,8,1,1
2/2/2016,11/13/2002,SO49182,369,16830,8,1,1
2/2/2016,10/6/2002,SO49186,370,23526,9,1,1
2/2/2016,11/12/2002,SO49185,362,14134,9,1,1
2/2/2016,12/16/2002,SO49181,375,17890,10,1,1
2/2/2016,11/23/2002,SO49188,358,26815,1,1,1
2/2/2016,10/26/2002,SO49187,379,23545,9,1,1
2/2/2016,11/18/2002,SO49189,340,15525,4,1,1
2/2/2016,12/21/2002,SO49184,362,14129,9,1,1
2/2/2016,12/22/2002,SO49190,383,25033,9,1,1
2/3/2016,11/20/2002,SO49195,320,20845,8,1,1
2/3/2016,1/19/2003,SO49191,387,19435,10,1,1
2/3/2016,11/3/2002,SO49194,334,20922,10,1,1
2/3/2016,12/30/2002,SO49192,387,19040,8,1,1
2/3/2016,12/9/2002,SO49199,336,26667,9,1,1
2/3/2016,10/19/2002,SO49196,354,12386,8,1,1
2/3/2016,12/2/2002,SO49198,342,26662,9,1,1
2/3/2016,12/16/2002,SO49197,360,29415,7,1,1
2/3/2016,1/9/2003,SO49193,360,29390,7,1,1
2/4/2016,1/5/2003,SO49206,375,23423,9,1,1
2/4/2016,12/1/2002,SO49208,375,23531,9,1,1
2/4/2016,10/19/2002,SO49213,387,25034,9,1,1
2/4/2016,12/22/2002,SO49202,375,17829,10,1,1
2/4/2016,10/24/2002,SO49200,368,17889,10,1,1
2/4/2016,10/14/2002,SO49214,379,23575,9,1,1
2/4/2016,11/3/2002,SO49209,371,23541,9,1,1
2/4/2016,11/19/2002,SO49201,370,17795,10,1,1
2/4/2016,12/27/2002,SO49207,369,23432,9,1,1
2/4/2016,10/12/2002,SO49215,324,15521,4,1,1
2/4/2016,11/7/2002,SO49203,330,19343,7,1,1
2/4/2016,1/11/2003,SO49204,352,14103,9,1,1
2/4/2016,10/18/2002,SO49212,387,14337,1,1,1
2/4/2016,11/26/2002,SO49211,354,27020,4,1,1
2/4/2016,1/17/2003,SO49216,326,26749,9,1,1
2/4/2016,1/14/2003,SO49205,358,14130,9,1,1
2/4/2016,11/25/2002,SO49210,356,21331,6,1,1
2/5/2016,11/23/2002,SO49220,352,14032,9,1,1
2/5/2016,11/18/2002,SO49221,379,23532,9,1,1
2/5/2016,12/1/2002,SO49218,379,26113,6,1,1
2/5/2016,12/30/2002,SO49222,352,27078,4,1,1
2/5/2016,10/28/2002,SO49223,360,27017,1,1,1
2/5/2016,12/10/2002,SO49219,362,12619,10,1,1
2/5/2016,10/19/2002,SO49217,377,15637,7,1,1
2/5/2016,12/2/2002,SO49224,358,27073,1,1,1
2/6/2016,11/11/2002,SO49226,370,17792,10,1,1
2/6/2016,1/1/2003,SO49233,324,15531,1,1,1
2/6/2016,12/13/2002,SO49228,360,29404,7,1,1
2/6/2016,12/28/2002,SO49229,356,12390,8,1,1
2/6/2016,12/11/2002,SO49235,320,15537,4,1,1
2/6/2016,1/4/2003,SO49236,389,25021,9,1,1
2/6/2016,11/4/2002,SO49225,375,17191,8,1,1
2/6/2016,10/18/2002,SO49232,320,15529,1,1,1
2/6/2016,11/18/2002,SO49238,379,23593,9,1,1
2/6/2016,11/17/2002,SO49237,385,25035,9,1,1
2/6/2016,12/18/2002,SO49231,362,27058,1,1,1
2/6/2016,10/29/2002,SO49227,369,13873,4,1,1
2/6/2016,10/18/2002,SO49234,328,15534,1,1,1
2/6/2016,10/30/2002,SO49230,358,21266,6,1,1
2/7/2016,1/11/2003,SO49245,389,25029,9,1,1
2/7/2016,11/5/2002,SO49246,373,23640,9,1,1
2/7/2016,10/14/2002,SO49244,362,21284,6,1,1
2/7/2016,1/9/2003,SO49240,352,14058,9,1,1
2/7/2016,12/8/2002,SO49243,358,27074,1,1,1
2/7/2016,1/6/2003,SO49239,354,14011,9,1,1
2/7/2016,10/15/2002,SO49242,368,23524,9,1,1
2/7/2016,1/9/2003,SO49241,354,14065,9,1,1
2/8/2016,12/21/2002,SO49257,320,26746,9,1,1
2/8/2016,11/27/2002,SO49252,352,12378,8,1,1
2/8/2016,11/14/2002,SO49254,358,14216,9,1,1
2/8/2016,11/16/2002,SO49253,360,14211,9,1,1
2/8/2016,11/10/2002,SO49248,387,17766,7,1,1
2/8/2016,1/5/2003,SO49250,342,19323,7,1,1
2/8/2016,12/5/2002,SO49255,326,15523,1,1,1
2/8/2016,1/6/2003,SO49247,369,17793,10,1,1
2/8/2016,1/23/2003,SO49256,354,13997,9,1,1
2/8/2016,12/25/2002,SO49251,377,13871,4,1,1
2/8/2016,10/20/2002,SO49249,385,17767,7,1,1
2/9/2016,12/15/2002,SO49260,362,12608,10,1,1
2/9/2016,12/15/2002,SO49262,332,19335,7,1,1
2/9/2016,10/12/2002,SO49264,356,14046,9,1,1
2/9/2016,11/14/2002,SO49263,342,20843,8,1,1
2/9/2016,1/23/2003,SO49261,360,12609,10,1,1
2/9/2016,12/13/2002,SO49268,356,27056,4,1,1
2/9/2016,10/19/2002,SO49265,356,14050,9,1,1
2/9/2016,10/27/2002,SO49266,362,14051,9,1,1
2/9/2016,12/17/2002,SO49258,368,17828,10,1,1
2/9/2016,1/22/2003,SO49259,360,29397,7,1,1
2/10/2016,10/14/2002,SO49272,362,14055,9,1,1
2/10/2016,12/18/2002,SO49275,368,23645,9,1,1
2/10/2016,1/18/2003,SO49269,373,13884,1,1,1
2/10/2016,11/7/2002,SO49271,354,12630,10,1,1
2/10/2016,11/19/2002,SO49270,352,29412,7,1,1
2/11/2016,12/2/2002,SO49278,358,14038,9,1,1
2/11/2016,11/3/2002,SO49277,352,12615,10,1,1
2/11/2016,1/14/2003,SO49279,362,14045,9,1,1
2/11/2016,1/3/2003,SO49276,379,17849,10,1,1
2/12/2016,12/19/2002,SO49286,352,27050,1,1,1
2/12/2016,12/30/2002,SO49288,354,13994,9,1,1
2/12/2016,1/2/2003,SO49283,352,14220,9,1,1
2/12/2016,11/7/2002,SO49287,356,14007,9,1,1
2/12/2016,1/7/2003,SO49282,362,14133,9,1,1
2/12/2016,10/21/2002,SO49285,356,27077,4,1,1
2/12/2016,1/3/2003,SO49280,368,17815,10,1,1
2/12/2016,10/16/2002,SO49289,330,26748,9,1,1
2/12/2016,10/26/2002,SO49281,342,19324,7,1,1
2/12/2016,10/27/2002,SO49284,375,23436,9,1,1
2/13/2016,1/8/2003,SO49291,387,19433,10,1,1
2/13/2016,11/11/2002,SO49295,362,12388,8,1,1
2/13/2016,12/22/2002,SO49293,358,12297,8,1,1
2/13/2016,11/18/2002,SO49290,369,16940,8,1,1
2/13/2016,12/14/2002,SO49298,356,14210,9,1,1
2/13/2016,1/12/2003,SO49292,389,19038,8,1,1
2/13/2016,11/5/2002,SO49297,358,14127,9,1,1
2/13/2016,12/22/2002,SO49299,377,23533,9,1,1
2/13/2016,11/23/2002,SO49300,383,14362,1,1,1
2/13/2016,10/26/2002,SO49296,356,14010,9,1,1
2/14/2016,1/18/2003,SO49302,371,15651,7,1,1
2/14/2016,1/26/2003,SO49311,334,26743,9,1,1
2/14/2016,12/18/2002,SO49303,377,17103,8,1,1
2/14/2016,10/28/2002,SO49308,352,14128,9,1,1
2/14/2016,12/13/2002,SO49307,358,14071,9,1,1
2/14/2016,10/20/2002,SO49304,381,19437,10,1,1
2/14/2016,11/1/2002,SO49301,377,15665,7,1,1
2/14/2016,11/28/2002,SO49309,381,14364,4,1,1
2/14/2016,11/27/2002,SO49310,336,15527,4,1,1
2/14/2016,12/1/2002,SO49305,371,13866,4,1,1
2/15/2016,1/6/2003,SO49322,328,26747,9,1,1
2/15/2016,1/4/2003,SO49318,332,27267,6,1,1
2/15/2016,1/24/2003,SO49317,381,14355,1,1,1
2/15/2016,12/25/2002,SO49320,373,23649,9,1,1
2/15/2016,10/19/2002,SO49313,358,14039,9,1,1
2/15/2016,10/26/2002,SO49319,387,25022,9,1,1
2/15/2016,1/28/2003,SO49316,379,23433,9,1,1
2/15/2016,10/19/2002,SO49314,362,14214,9,1,1
2/15/2016,10/22/2002,SO49315,362,14215,9,1,1
2/15/2016,11/16/2002,SO49321,356,27063,1,1,1
2/15/2016,12/25/2002,SO49312,369,17086,8,1,1
2/16/2016,11/13/2002,SO49325,356,14219,9,1,1
2/16/2016,11/1/2002,SO49326,360,21305,6,1,1
2/16/2016,11/6/2002,SO49324,352,12461,8,1,1
2/16/2016,1/6/2003,SO49323,362,12612,10,1,1
2/17/2016,1/30/2003,SO49338,369,23571,9,1,1
2/17/2016,11/14/2002,SO49334,360,14132,9,1,1
2/17/2016,1/21/2003,SO49328,373,17812,10,1,1
2/17/2016,12/11/2002,SO49327,369,17790,10,1,1
2/17/2016,12/28/2002,SO49331,358,12384,8,1,1
2/17/2016,12/15/2002,SO49337,362,27068,4,1,1
2/17/2016,1/27/2003,SO49335,375,23429,9,1,1
2/17/2016,11/3/2002,SO49330,354,12314,8,1,1
2/17/2016,12/23/2002,SO49333,354,14102,9,1,1
2/17/2016,11/30/2002,SO49332,352,14063,9,1,1
2/17/2016,1/12/2003,SO49329,387,17754,7,1,1
2/17/2016,1/31/2003,SO49336,377,23523,9,1,1
2/18/2016,11/25/2002,SO49349,360,27045,1,1,1
2/18/2016,1/17/2003,SO49351,328,26673,9,1,1
2/18/2016,12/10/2002,SO49350,330,15547,4,1,1
2/18/2016,11/22/2002,SO49347,369,23539,9,1,1
2/18/2016,12/8/2002,SO49348,369,23547,9,1,1
2/18/2016,1/2/2003,SO49341,381,17756,7,1,1
2/18/2016,1/16/2003,SO49342,356,12599,10,1,1
2/18/2016,1/1/2003,SO49346,362,14218,9,1,1
2/18/2016,12/31/2002,SO49343,356,14033,9,1,1
2/18/2016,10/28/2002,SO49345,362,14070,9,1,1
2/18/2016,1/10/2003,SO49339,368,17183,8,1,1
2/18/2016,10/24/2002,SO49340,375,15624,7,1,1
2/18/2016,12/29/2002,SO49344,352,14048,9,1,1
2/19/2016,12/19/2002,SO49354,373,13883,4,1,1
2/19/2016,1/15/2003,SO49353,324,20931,10,1,1
2/19/2016,1/27/2003,SO49356,369,23540,9,1,1
2/19/2016,1/3/2003,SO49358,356,27076,4,1,1
2/19/2016,10/22/2002,SO49360,358,27069,4,1,1
2/19/2016,10/23/2002,SO49357,377,23542,9,1,1
2/19/2016,1/13/2003,SO49361,373,15663,7,1,1
2/19/2016,11/28/2002,SO49352,375,17082,8,1,1
2/19/2016,1/12/2003,SO49355,362,14031,9,1,1
2/19/2016,11/29/2002,SO49359,385,14343,1,1,1
2/20/2016,10/24/2002,SO49370,379,23574,9,1,1
2/20/2016,11/6/2002,SO49371,328,26663,9,1,1
2/20/2016,11/12/2002,SO49366,377,23546,9,1,1
2/20/2016,12/19/2002,SO49364,379,23434,9,1,1
2/20/2016,11/4/2002,SO49365,368,23529,9,1,1
2/20/2016,12/2/2002,SO49368,324,15528,1,1,1
2/20/2016,11/22/2002,SO49363,360,14062,9,1,1
2/20/2016,11/18/2002,SO49362,358,12622,10,1,1
2/20/2016,11/8/2002,SO49369,342,15552,1,1,1
2/20/2016,11/24/2002,SO49367,362,27047,1,1,1
2/21/2016,2/6/2003,SO49380,336,15542,4,1,1
2/21/2016,11/20/2002,SO49372,369,15666,7,1,1
2/21/2016,1/5/2003,SO49378,360,27051,4,1,1
2/21/2016,2/3/2003,SO49373,383,17752,7,1,1
2/21/2016,12/25/2002,SO49381,332,15553,4,1,1
2/21/2016,11/26/2002,SO49379,360,27067,4,1,1
2/21/2016,12/13/2002,SO49382,383,25030,9,1,1
2/21/2016,11/22/2002,SO49374,332,20933,10,1,1
2/21/2016,11/25/2002,SO49384,354,29414,7,1,1
2/21/2016,12/8/2002,SO49383,383,25032,9,1,1
2/21/2016,12/14/2002,SO49375,354,12330,8,1,1
2/21/2016,12/22/2002,SO49377,371,23435,9,1,1
2/21/2016,12/24/2002,SO49376,354,14125,9,1,1
2/22/2016,10/29/2002,SO49391,379,13877,4,1,1
2/22/2016,11/21/2002,SO49393,375,23422,9,1,1
2/22/2016,12/21/2002,SO49388,356,12298,8,1,1
2/22/2016,11/26/2002,SO49394,379,23525,9,1,1
2/22/2016,12/2/2002,SO49395,369,23572,9,1,1
2/22/2016,12/13/2002,SO49387,369,17114,8,1,1
2/22/2016,12/19/2002,SO49389,334,20975,10,1,1
2/22/2016,1/18/2003,SO49390,334,19326,7,1,1
2/22/2016,12/10/2002,SO49392,362,14066,9,1,1
2/22/2016,11/23/2002,SO49385,375,17803,10,1,1
2/22/2016,1/3/2003,SO49386,373,17093,8,1,1
2/23/2016,1/2/2003,SO49396,370,23538,9,1,1
